Titles,math.AG,math.NT
An extension of the digital method based on $b$-adic integers,0.0,1.0
"Instanton bundles on the flag variety F(0,1,2)",1.0,0.0
Lattice Codes for Physical Layer Communications,0.0,1.0
Rost nilpotence and \'etale motivic cohomology,1.0,0.0
Supersymmetric Derived Stacks,1.0,0.0
Chebyshev's bias for analytic L-functions,0.0,1.0
Remark on arithmetic topology,0.0,1.0
On the normality of $p$-ary bent functions,0.0,1.0
Extensions of arc-analytic functions,1.0,0.0
"Non-K\""ahler Mirror Symmetry of the Iwasawa Manifold",1.0,0.0
"Quasi-homogeneity of the moduli space of stable maps to homogeneous
  spaces",1.0,0.0
"Diophantine approximation on lines in \mathbb{C}^2 with Gaussian prime
  constraints - enhanced version",0.0,1.0
Relative Clifford inequality for varieties fibered by curves,1.0,0.0
Stability of logarithmic differential one-forms,1.0,0.0
A choice-free absolute Galois group and Artin motives,0.0,1.0
Uniform Symbolic Topologies in Normal Toric Rings,1.0,0.0
Multiplicity and degree as bi-Lipschitz invariants for complex sets,1.0,0.0
A general family of congruences for Bernoulli numbers,0.0,1.0
The relation between Grothendieck duality and Hochschild homology,1.0,0.0
"Metrically un-knotted corank 1 singularities of surfaces in
  $\mathbb{R}^4$",1.0,0.0
A note on an asymptotic expansion related to the Dickman function,0.0,1.0
"The standard conjectures for the variety of lines on a cubic
  hypersurface",1.0,0.0
A simple formula for the Picard number of K3 surfaces of BHK type,1.0,0.0
Integral points on Markoff type cubic surfaces,0.0,1.0
Tamely ramified torsors and parabolic bundles,1.0,0.0
"Hurwitz Theory of Elliptic Orbifolds, I",1.0,0.0
Nil Hecke algebras and Whittaker D-modules,1.0,0.0
Isogenies of abelian Anderson A-modules and A-motives,1.0,1.0
Integral perfectoid big Cohen-Macaulay algebras via Andr\'e's theorem,1.0,0.0
Additive Correlation and the Inverse Problem for the Large Sieve,0.0,1.0
"An improvement of an inequality of Ochem and Rao concerning odd perfect
  numbers",0.0,1.0
"Index of fibrations and Brauer classes that never obstruct the Hasse
  principle",1.0,1.0
Cohomology of the flag variety under PBW degenerations,1.0,0.0
"The monodromy property for K3 surfaces allowing a triple-point-free
  model",1.0,0.0
A cycle class map from Chow groups with modulus to relative $K$-theory,1.0,0.0
"A function field analogue of the Rasmussen-Tamagawa conjecture: The
  Drinfeld module case",0.0,1.0
Stable Automorphic Forms on Semisimple Groups,1.0,1.0
Virtual rigid motives of semi-algebraic sets,1.0,0.0
New upper bounds for Ramanujan primes,0.0,1.0
The vanishing cycles of curves in toric surfaces II,1.0,0.0
"On the homogeneous ergodic bilinear averages with M\""{o}bius and
  liouville weights",0.0,1.0
"On the standard L-function attached to Siegel-Jacobi modular forms of
  higher index",0.0,1.0
Sparser variance for primes in arithmetic progression,0.0,1.0
"Nov\'ak-Carmichael numbers and shifted primes without large prime
  factors",0.0,1.0
Ampleness equivalence and dominance for vector bundles,1.0,0.0
Second Chern numbers of vector bundles and higher adeles,1.0,1.0
"Omega-theorems for the Riemann zeta function and its derivatives near
  the line $\mathrm{Re}\,s=1$",0.0,1.0
Testing isomorphism of lattices over CM-orders,0.0,1.0
Intervals between numbers that are sums of two squares,0.0,1.0
"Wavefunctions, integrability, and open strings",1.0,0.0
"Congruences for a mock modular form on $\operatorname{SL}_2(\mathbb{Z})$
  and the smallest parts function",0.0,1.0
The image size of iterated rational maps over finite fields,0.0,1.0
"Computing the homology of basic semialgebraic sets in weak exponential
  time",1.0,0.0
On the Camacho-Lins Neto regularity,1.0,0.0
Clutching and gluing in tropical and logarithmic geometry,1.0,0.0
Zhu reduction for Jacobi $n$-point functions and applications,0.0,1.0
ACC for log canonical threshold polytopes,1.0,0.0
Elliptic Weight Functions and Elliptic q-KZ Equation,1.0,0.0
"New cubic self-dual codes of length 54, 60 and 66",0.0,1.0
"Pseudo-reductive and quasi-reductive groups over non-archimedean local
  fields",1.0,0.0
"Duality of Drinfeld modules and $\wp$-adic properties of Drinfeld
  modular forms",0.0,1.0
Simplicial toric varieties as leaf spaces,1.0,0.0
Analogue of the Brauer-Siegel theorem for Legendre elliptic curves,0.0,1.0
Tropical refined curve counting from higher genera and lambda classes,1.0,0.0
"The Bruinier--Funke pairing and the orthogonal complement of unary theta
  functions",0.0,1.0
A computer algebra system for R: Macaulay2 and the m2r package,1.0,0.0
Equivariant perverse sheaves on Coxeter arrangements and buildings,1.0,0.0
"Maximal ideals in the ring of regulous functions are not finitely
  generated",1.0,0.0
"Periods of modular forms on $\Gamma_0(N)$ and products of Jacobi theta
  functions",0.0,1.0
Twisted Recurrence via Polynomial Walks,0.0,1.0
Thinnable Ideals and Invariance of Cluster Points,0.0,1.0
Rational approximations to the zeta function,0.0,1.0
Factorization for stacks and boundary complexes,1.0,0.0
On generalizations of $p$-sets and their applications,0.0,1.0
Exceptional splitting of reductions of abelian surfaces,1.0,1.0
Finitness theorem for Multi-K-Bi-Lipschtiz equivalence of map-germs,1.0,0.0
The gonality of complete intersection curves,1.0,0.0
On certain weighted 7-colored partitions,0.0,1.0
On Ribet's isogeny for $J_0(65)$,0.0,1.0
"On the multiplicites of zeros of $\zeta(s)$ and its values over short
  intervals",0.0,1.0
"Wick rotations, Eichler integrals, and multi-loop Feynman diagrams",1.0,1.0
"On the derived categories of gentle and skew-gentle algebras:
  homological algebra and matrix problems",1.0,0.0
The derived moduli stack of shifted symplectic structures,1.0,0.0
Explanation of a Polynomial Identity,0.0,1.0
On algorithms to calculate integer complexity,0.0,1.0
Resultants and Singularities of Parametric Curves,1.0,0.0
"On the selection of polynomials for the DLP quasi-polynomial time
  algorithm in small characteristic",0.0,1.0
"Factored closed-form expressions for the sums of cubes of Fibonacci and
  Lucas numbers",0.0,1.0
"Pseudorandom number generator based on the Bernoulli map on cubic
  algebraic integers",0.0,1.0
"The local entropy along Ricci flow---Part A: the no-local-collapsing
  theorems",1.0,0.0
Combinatorics and Topology of Kawai-Lewellen-Tye Relations,1.0,0.0
A spectral interpretation of zeros of certain functions,0.0,1.0
Analytic Moduli of Plane Branches and Holomorphic Flows,1.0,0.0
Statistical distribution of roots of a polynomial modulo primes,0.0,1.0
"A combinatorial proof of the smoothness of catalecticant schemes
  associated to complete intersections",1.0,0.0
"On the proximity of multiplicative functions to the function counting
  prime factors with multiplicity",0.0,1.0
On the elliptic curve endomorphism generator,0.0,1.0
Normes d'id\'eaux dans la tour cyclotomique et conjecture de Greenberg,0.0,1.0
"A decomposition theorem for projective manifolds with nef anticanonical
  bundle",1.0,0.0
"Kuznetsov, Petersson and Weyl on $GL(3)$, II: The generalized principal
  series forms",0.0,1.0
"Repeated-root constacyclic codes over the finite chain ring $\mathbf{
  \mathbb{F}_{p^m}[u]/\langle u^3 \rangle }$",0.0,1.0
A generalization of an identity due to Kimura and Ruehr,0.0,1.0
Relative $K_0$ and relative cycle class map,1.0,0.0
On the Classification of LS-Sequences,0.0,1.0
Identities and congruences involving the Fubini polynomials,0.0,1.0
"Verra fourfolds, twisted sheaves and the last involution",1.0,0.0
"On the parameter space of B\""or\""oczky configurations",1.0,0.0
"Bounds on prime gaps as a consequence of the divergence of the series of
  reciprocal primes",0.0,1.0
Prime divisors of sequences of integers,0.0,1.0
New functional equations of finite multiple polylogarithms,0.0,1.0
"Dense families of modular curves, prime numbers and uniform symmetric
  tensor rank of multiplication in certain finite fields",0.0,1.0
Additive structure of totally positive quadratic integers,0.0,1.0
Central limit theorems in the geometry of numbers,0.0,1.0
The Frobenius problem for four numerical semigroups,0.0,1.0
The limit point and the T--function,1.0,0.0
"Fourier coefficients of half-integral weight cusp forms and Waring's
  problem",0.0,1.0
Picard schemes of acyclic schemes,1.0,0.0
Vanishing of Gromov-Witten invariants of product of P1,1.0,0.0
A new upper bound for odd perfect numbers of a special form,0.0,1.0
Restrictions of Eisenstein series and Rankin-Selberg convolution,0.0,1.0
"Rigid hyperholomorphic sheaves remain rigid along twistor deformations
  of the underlying hyparkahler manifold",1.0,0.0
"Entanglement, Replicas, and Thetas",0.0,1.0
On compatibility of the $\ell$-adic realisations of an abelian motive,1.0,0.0
Mordell-Weil Groups of Linear Systems and the Hitchin Fibration,1.0,0.0
"Genus one stable quasimap invariants for projective complete
  intersections",1.0,0.0
Dimension bound for badly approximable grids,0.0,1.0
Depth and regularity modulo a principal ideal,1.0,0.0
"M\""obius orthogonality for the Zeckendorf sum-of-digits function",0.0,1.0
"Extended degenerate Stirling numbers of the second kind and extended
  degenerate Bell polynomials",0.0,1.0
A new reason for doubting the Riemann hypothesis,0.0,1.0
"The Albanese Map of sGG Manifolds and Self-Duality of the Iwasawa
  Manifold",1.0,0.0
Numerical Semigroups and Codes,0.0,1.0
A new upper bound for the prime counting function $\pi(x)$,0.0,1.0
Denominators of Bernoulli polynomials,0.0,1.0
On adelic quotient group for algebraic surface,1.0,0.0
Topologically singular points in the moduli space of Riemann surfaces,1.0,0.0
Computing a categorical Gromov-Witten invariant,1.0,0.0
Boundedness of Log Canonical Surface Generalized Polarized Pairs,1.0,0.0
"A counterexample to the birational Torelli problem for Calabi-Yau
  threefolds",1.0,0.0
Dessins d'Enfants of Trigonal Curves,1.0,0.0
Shifted Poisson structures and moduli spaces of complexes,1.0,0.0
Topological Chern-Simons/Matter Theories,1.0,0.0
Motivic Measures through Waldhausen K-Theories,1.0,0.0
The shape of quartic fields,0.0,1.0
Schubert puzzles and integrability I: invariant trilinear forms,1.0,0.0
"$\mathcal{P}$-schemes and Deterministic Polynomial Factoring over Finite
  Fields",0.0,1.0
"Algebraic cycles and residues of degree eight $L$-functions of
  $\mathrm{GSp}(4) \times \mathrm{GL}(2)$",0.0,1.0
Construction of Brauer-Severi Varieties,0.0,1.0
The Picard Group of Brauer-Severi Varieties,0.0,1.0
Holomorphic anomaly equations and the Igusa cusp form conjecture,1.0,0.0
Sums of Palindromes: an Approach via Automata,0.0,1.0
On the Geil-Matsumoto Bound and the Length of AG codes,1.0,0.0
"A restriction isomorphism for zero-cycles with coefficients in Milnor
  K-theory",1.0,0.0
Higher Order Tur\'an Inequalities for the Partition Function,0.0,1.0
On perfect powers that are sums of two Fibonacci numbers,0.0,1.0
Distribution of real algebraic integers,0.0,1.0
"Two divisors of $(n^2+1)/2$ summing up to $\delta n + \delta \pm 2$,
  $\delta$ even",0.0,1.0
"Moments and non-vanishing of Hecke $L$-functions with quadratic
  characters in $\mathbb{Q}(i)$ at the central point",0.0,1.0
On pro-$p$ link groups of number fields,0.0,1.0
"The Vinogradov Mean Value Theorem [after Wooley, and Bourgain, Demeter
  and Guth]",0.0,1.0
"A classification of $\mathbb R$-Fuchsian subgroups of Picard modular
  groups",0.0,1.0
"On a new closed formula for the solution of second order linear
  difference equations and applications",0.0,1.0
A Gross-Kohnen-Zagier formula for Heegner-Drinfeld cycles,1.0,1.0
The Chow group mod $\ell$ for a product of elliptic curves,1.0,0.0
Horrocks splitting on Segre-Veronese varieties,1.0,0.0
Anticanonical modules of Segre products,1.0,0.0
On a theorem of Morlaye and Joly and its generalization,0.0,1.0
Torsion points on elliptic curves over number fields of small degree,1.0,1.0
Systems of small linear forms and Diophantine approximation on manifolds,0.0,1.0
"Higgs bundles, branes and Langlands duality",1.0,0.0
The Hasse Norm Principle For Biquadratic Extensions,0.0,1.0
"Equidistribution of divergent orbits and continued fraction expansion of
  rationals",0.0,1.0
Stratifications in good reductions of Shimura varieties of abelian type,1.0,0.0
"Heron triangle and rhombus pairs with a common area and a common
  perimeter",0.0,1.0
Intersections of two Grassmannians in $\mathbf{P}^9$,1.0,0.0
Functional Equation for p-adic Rankin-Selberg L-functions,0.0,1.0
Nagata type statements,1.0,0.0
Comparing Hecke eigenvalues of newforms,0.0,1.0
The inertial Jacquet-Langlands correspondence,0.0,1.0
"Unstable Lazarsfeld-Mukai bundles of rank 2 on a certain K3 surface of
  Picard number 2",1.0,0.0
"Prime-to-$p$ \'etale fundamental groups of punctured projective lines
  over strictly Henselian fields",1.0,0.0
Hodge numbers and deformations of Fano 3-folds,1.0,0.0
Analogues of the $p^n$th Hilbert symbol in characteristic $p$ (updated),0.0,1.0
"Polyadic integer numbers and finite (m,n)-fields",0.0,1.0
"Fano 3-folds in $\mathbb {P^2} \times \mathbb {P^2}$ format, Tom and
  Jerry",1.0,0.0
Rigid connections and $F$-isocrystals,1.0,1.0
Quadric rank loci on moduli of curves and K3 surfaces,1.0,0.0
A characterization of bad approximability,0.0,1.0
A conjecture on the zeta functions of pairs of ternary quadratic forms,0.0,1.0
"A curious identity and its applications to partitions with bounded part
  differences",0.0,1.0
Flat parabolic vector bundles on elliptic curves,1.0,0.0
"Topological strings, quiver varieties and Rogers-Ramanujan identities",1.0,1.0
The minimal model program for b-log canonical divisors and applications,1.0,0.0
Measures of irrationality of the Fano surface of a cubic threefold,1.0,0.0
$B$-expansion of pseudo-involution in the Riordan group,0.0,1.0
"Congruences of 5-secant conics and the rationality of some admissible
  cubic fourfolds",1.0,0.0
Numbers with simply normal $\beta$-expansions,0.0,1.0
Polyhedra and parameter spaces for matroids over valuation rings,1.0,0.0
On the cohomology of the affine space,1.0,1.0
Quasi-coherent sheaves in differential geometry,1.0,0.0
Gopakumar-Vafa invariants do not determine flops,1.0,0.0
Canonical models of arithmetic $(1; \infty)$ curves,1.0,1.0
A theory of nice triples and a theorem due to O.Gabber,1.0,0.0
"Mustafin varieties, moduli spaces and tropical geometry",1.0,0.0
A class of non-holomorphic modular forms I,0.0,1.0
Complex Multiplication and Shimura Stacks,1.0,1.0
"A Physical Origin for Singular Support Conditions in Geometric Langlands
  Theory",1.0,0.0
"Congruences between Hilbert modular forms of weight $2$, and special
  values of their $L$-functions",0.0,1.0
"Correlations of the von Mangoldt and higher divisor functions I. Long
  shift ranges",0.0,1.0
"Congruences between Hilbert modular forms of weight $2$, and the Iwasawa
  $\lambda$-invariants",0.0,1.0
